거래일시,적요,출금액,입금액,잔액,거래구분
2026.06.11 19:45:43,"로스트웍스",8300,,2162830,입출금
2026.06.12 09:34:40,"아침숟가락",7170,,2155660,입출금
2026.06.12 16:19:38,"도시락특급",20360,,2135300,입출금
2026.06.12 19:22:39,"아침숟가락",11680,,2123620,입출금
2026.06.12 22:40:34,"초록들마트 느티나무점",56320,,2067300,입출금
2026.06.13 20:30:28,"푸른왜가리커피  1147",9720,,2057580,입출금
2026.06.13 21:17:44,"초록들마트 느티나무점",123320,,1934260,입출금
2026.06.14 07:28:34,"푸른왜가리커피",5830,,1928430,입출금
2026.06.14 14:43:29,"빠른택시",16540,,1911890,입출금
2026.06.14 17:56:11,"푸른왜가리커피",5800,,1906090,입출금
2026.06.15 11:11:57,"레일링크 고속",8600,,1897490,입출금
2026.06.15 17:21:02,"시립전력공사",92840,,1804650,입출금
2026.06.15 19:14:31,"로스트웍스",8290,,1796360,입출금
2026.06.16 10:29:31,"레일링크 고속",21250,,1775110,입출금
2026.06.16 10:57:26,"아침숟가락",12330,,1762780,입출금
2026.06.16 12:21:48,"피자칸티나",44500,,1718280,입출금
2026.06.16 22:44:14,"텔커넥트 모바일",72900,,1645380,입출금
2026.06.17 14:04:46,"푸른왜가리커피  1147",6990,,1638390,입출금
2026.06.17 14:06:46,"클라우드네스트 200GB",4040,,1634350,입출금
2026.06.17 15:08:41,"타코거리",36710,,1597640,입출금
2026.06.18 08:46:55,"로스트웍스",5630,,1592010,입출금
2026.06.18 09:25:53,"누리교통카드",4850,,1587160,입출금
2026.06.18 17:47:12,"초록들마트 느티나무점",81730,,1505430,입출금
2026.06.19 18:32:40,"노르드벨 홈",259390,,1246040,카드결제
2026.06.19 19:26:31,"로스트웍스",12370,,1233670,입출금
2026.06.20 18:58:44,"국수마당",34140,,1199530,입출금
2026.06.20 21:13:18,"노르드벨 홈",178120,,1021410,카드결제
2026.06.21 08:29:27,"아침숟가락",10790,,1010620,입출금
2026.06.21 08:49:07,"프라임박스 멤버십",12140,,998480,입출금
2026.06.21 13:41:28,"레일링크 고속",12840,,985640,입출금
2026.06.21 14:40:08,"아침숟가락",11140,,974500,입출금
2026.06.22 11:22:04,"타코거리",55620,,918880,입출금
2026.06.22 16:05:09,"누리교통카드",14730,,904150,입출금
2026.06.23 13:40:12,"빠른택시",9670,,894480,입출금
2026.06.24 08:50:40,"데브포지 코파일럿",13500,,880980,입출금
2026.06.24 16:13:44,"빠른택시",3350,,877630,입출금
2026.06.25 12:15:28,"(주)머리디언소프트 급여",,6547500,7425130,입출금
2026.06.25 21:57:12,"누리카드 충전",19530,,7405600,입출금
2026.06.25 22:26:43,"초록들마트 214호점",86120,,7319480,입출금
2026.06.26 08:38:10,"누리카드 충전",5170,,7314310,입출금
2026.06.26 08:47:46,"로스트웍스",4870,,7309440,입출금
2026.06.26 09:43:01,"초록들마트",138980,,7170460,입출금
2026.06.26 10:44:53,"은수저식당",19240,,7151220,입출금
2026.06.26 17:42:28,"아침숟가락",11190,,7140030,입출금
2026.06.27 08:43:36,"푸른왜가리커피 1147",12040,,7127990,입출금
2026.06.27 11:07:41,"레일링크 고속",3710,,7124280,입출금
2026.06.27 18:06:54,"초록들마트",141600,,6982680,입출금
2026.06.27 19:05:28,"국수마당 온라인",59050,,6923630,입출금
2026.06.28 09:46:33,"레일링크 고속",20910,,6902720,입출금
2026.06.28 13:20:33,"은수저식당",35140,,6867580,입출금
2026.06.29 08:01:55,"빠른택시",10880,,6856700,입출금
2026.06.29 14:38:28,"푸른왜가리커피  1147",12110,,6844590,입출금
2026.06.29 15:57:11,"도시락특급",17790,,6826800,입출금
2026.06.30 09:10:51,"국수마당 온라인",57750,,6769050,입출금
2026.06.30 11:42:12,"누리교통카드",16350,,6752700,입출금
2026.06.30 14:23:57,"푸른왜가리커피  1147",5240,,6747460,입출금
2026.07.01 10:14:01,"월세 이체 J무어",2497500,,4249960,입출금
2026.07.01 15:57:05,"도시락특급",22750,,4227210,입출금
2026.07.01 16:41:54,"아침숟가락",7970,,4219240,입출금
2026.07.01 16:50:42,"누리카드 충전",22220,,4197020,입출금
2026.07.01 19:32:31,"초록들마트 214호점",77960,,4119060,입출금
2026.07.01 19:57:59,"로스트웍스",6680,,4112380,입출금
2026.07.02 11:04:32,"타코거리",50420,,4061960,입출금
2026.07.02 15:49:28,"선류요가원",174150,,3887810,입출금
2026.07.02 16:18:36,"빠른택시 *운행",16620,,3871190,입출금
2026.07.03 21:06:06,"레일링크 고속",12620,,3858570,입출금
2026.07.04 19:28:51,"스트림리",25640,,3832930,입출금
2026.07.04 19:53:13,"국수마당 온라인",35330,,3797600,입출금
2026.07.05 10:59:53,"아침숟가락",8480,,3789120,입출금
2026.07.05 11:19:29,"누리카드 충전",7990,,3781130,입출금
2026.07.05 20:21:01,"아침숟가락",10040,,3771090,입출금
2026.07.06 13:03:13,"빠른택시",3440,,3767650,입출금
2026.07.07 07:43:54,"푸른왜가리커피 1147",9450,,3758200,입출금
2026.07.07 13:48:51,"찬장특급",152210,,3605990,입출금
2026.07.07 14:40:40,"빠른택시",16470,,3589520,입출금
2026.07.07 14:50:02,"국수마당 온라인",61570,,3527950,입출금
2026.07.07 15:57:41,"푸른왜가리커피  1147",6200,,3521750,입출금
2026.07.08 07:17:13,"국수마당 온라인",42690,,3479060,입출금
2026.07.08 12:15:02,"푸른왜가리커피 1147",7820,,3471240,입출금
2026.07.08 19:10:34,"푸른왜가리커피  1147",10570,,3460670,입출금
2026.07.09 18:55:10,"초록들마트 느티나무점",73170,,3387500,입출금
2026.07.09 19:33:14,"푸른왜가리커피  1147",9710,,3377790,입출금
2026.07.09 20:18:40,"국수마당 온라인",54160,,3323630,입출금
2026.07.09 22:08:09,"볼트백 프로 연간",13490,,3310140,카드결제
2026.07.10 11:34:06,"매일생활잡화",222790,,3087350,카드결제
2026.07.10 18:33:30,"푸른왜가리커피 1147",7290,,3080060,입출금
2026.07.10 20:12:17,"누리교통카드",7560,,3072500,입출금
2026.07.11 07:38:58,"국수마당 온라인",38930,,3033570,입출금
2026.07.11 15:54:27,"튠박스 프리미엄",14840,,3018730,입출금
2026.07.11 19:33:19,"로스트웍스",9920,,3008810,입출금
2026.07.11 20:47:39,"레일링크 고속",11430,,2997380,입출금
2026.07.12 11:43:50,"빠른택시",6900,,2990480,입출금
2026.07.12 21:15:55,"푸른왜가리커피 1147",8170,,2982310,입출금
2026.07.13 12:43:49,"도시락특급",56500,,2925810,입출금
2026.07.13 19:41:09,"누리교통카드",7320,,2918490,입출금
2026.07.14 15:57:29,"빠른택시",13190,,2905300,입출금
2026.07.14 21:17:52,"도시실타래 온라인",105450,,2799850,카드결제
2026.07.15 07:09:16,"푸른왜가리커피  1147",11330,,2788520,입출금
2026.07.15 14:01:41,"북부도시가스",140520,,2648000,입출금
2026.07.15 15:23:09,"누리교통카드",11950,,2636050,입출금
2026.07.15 20:19:58,"푸른왜가리커피 1147",11370,,2624680,입출금
2026.07.16 11:44:57,"텔커넥트 모바일",72900,,2551780,입출금
2026.07.16 12:32:59,"누리교통카드",10850,,2540930,입출금
2026.07.16 17:47:04,"매일생활잡화",240250,,2300680,카드결제
2026.07.16 22:56:48,"찬장특급",95700,,2204980,입출금
2026.07.17 16:52:38,"클라우드네스트 200GB",4040,,2200940,입출금
2026.07.17 22:24:48,"누리교통카드",4520,,2196420,입출금
2026.07.18 10:04:27,"국수마당",55070,,2141350,입출금
2026.07.18 10:48:00,"아침숟가락",8010,,2133340,입출금
2026.07.18 12:12:56,"피자칸티나",76870,,2056470,카드결제
2026.07.18 14:24:45,"아침숟가락",10890,,2045580,입출금
2026.07.18 20:01:25,"누리교통카드",12190,,2033390,입출금
2026.07.19 10:39:47,"국수마당",52100,,1981290,입출금
2026.07.19 18:17:29,"누리교통카드",10500,,1970790,입출금
2026.07.20 12:21:51,"국수마당",54090,,1916700,입출금
2026.07.20 12:40:03,"초록들마트 느티나무점",175040,,1741660,입출금
2026.07.20 22:40:14,"누리카드 충전",3500,,1738160,입출금
2026.07.21 07:01:00,"노르드벨 홈",240300,,1497860,카드결제
2026.07.21 08:23:43,"푸른왜가리커피  1147",6340,,1491520,입출금
2026.07.21 13:58:59,"프라임박스 멤버십",12140,,1479380,입출금
2026.07.21 15:08:59,"도시락특급",60470,,1418910,입출금
2026.07.21 22:07:33,"레일링크 고속",22090,,1396820,입출금
2026.07.22 13:23:13,"빠른택시 *운행",6860,,1389960,입출금
2026.07.22 21:14:52,"노르드벨 홈",26660,,1363300,카드결제
2026.07.23 11:22:16,"레일링크 고속",14110,,1349190,입출금
2026.07.23 20:41:03,"국수마당 온라인",27860,,1321330,입출금
2026.07.24 09:43:04,"누리교통카드",20490,,1300840,입출금
2026.07.24 15:38:19,"도시락특급",59830,,1241010,입출금
2026.07.24 15:59:06,"데브포지 코파일럿",13500,,1227510,입출금
2026.07.25 12:56:37,"국수마당 온라인",48280,,1179230,입출금
2026.07.25 19:18:43,"픽셀앤페이퍼",110000,,1069230,카드결제
2026.07.25 19:20:42,"(주)머리디언소프트 급여",,6547500,7616730,입출금
2026.07.25 21:39:09,"로스트웍스",9420,,7607310,입출금
2026.07.26 10:27:38,"초록들마트 214호점",111550,,7495760,입출금
2026.07.26 18:57:13,"푸른왜가리커피  1147",8680,,7487080,입출금
2026.07.26 22:23:08,"푸른왜가리커피  1147",9650,,7477430,입출금
2026.07.27 08:33:47,"푸른왜가리커피  1147",10720,,7466710,입출금
2026.07.27 13:49:47,"로스트웍스",5870,,7460840,입출금
2026.07.27 14:23:24,"누리카드 충전",6430,,7454410,입출금
2026.07.28 20:26:05,"누리교통카드",15210,,7439200,입출금
2026.07.29 08:22:38,"아침숟가락",5450,,7433750,입출금
2026.07.29 09:46:17,"초록들마트 느티나무점",166430,,7267320,입출금
2026.07.29 16:19:07,"도시실타래",122470,,7144850,카드결제
2026.07.29 22:43:13,"누리카드 충전",18330,,7126520,입출금
2026.07.30 16:42:06,"좋은건강약국",20400,,7106120,카드결제
2026.07.30 22:14:40,"빠른택시 *운행",11330,,7094790,입출금
2026.07.31 10:54:55,"누리교통카드",8500,,7086290,입출금
2026.07.31 21:20:01,"국수마당",34450,,7051840,입출금
2026.07.31 22:21:10,"찬장특급",136930,,6914910,입출금
2026.08.01 08:31:20,"빠른택시 *운행",10370,,6904540,입출금
2026.08.01 08:54:13,"찬장특급",139410,,6765130,입출금
2026.08.01 18:55:06,"월세 이체 J무어",2497500,,4267630,입출금
2026.08.01 19:16:37,"무쇠공작소 짐",40200,,4227430,카드결제
2026.08.01 22:06:32,"푸른왜가리커피",10250,,4217180,입출금
2026.08.02 12:59:46,"누리카드 충전",12890,,4204290,입출금
2026.08.02 16:06:14,"선류요가원",174150,,4030140,입출금
2026.08.02 17:15:44,"찬장특급",173210,,3856930,입출금
2026.08.02 17:35:09,"타코거리",29780,,3827150,입출금
2026.08.04 09:34:16,"푸른왜가리커피 1147",12180,,3814970,입출금
2026.08.04 14:36:00,"스트림리",25640,,3789330,입출금
2026.08.04 18:07:16,"초록들마트 느티나무점",86390,,3702940,입출금
2026.08.04 20:51:26,"누리카드 충전",6210,,3696730,입출금
2026.08.05 13:11:52,"빠른택시",10210,,3686520,입출금
2026.08.06 14:38:16,"국수마당 온라인",19900,,3666620,입출금
2026.08.06 16:55:44,"푸른왜가리커피  1147",5940,,3660680,입출금
2026.08.07 11:36:10,"누리카드 충전",9600,,3651080,입출금
2026.08.08 10:40:15,"로스트웍스",12410,,3638670,입출금
2026.08.08 20:18:48,"푸른왜가리커피 1147",9460,,3629210,입출금
2026.08.08 21:05:13,"국수마당 온라인",36150,,3593060,입출금
2026.08.09 11:04:56,"은수저식당",54890,,3538170,입출금
2026.08.09 11:42:31,"로스트웍스",8830,,3529340,입출금
2026.08.09 19:15:27,"볼트백 프로 연간",13490,,3515850,카드결제
2026.08.10 08:05:42,"푸른왜가리커피",6980,,3508870,입출금
2026.08.10 12:22:26,"누리교통카드",17290,,3491580,입출금
2026.08.10 15:58:02,"로스트웍스",11790,,3479790,입출금
2026.08.11 18:48:28,"픽셀앤페이퍼",124870,,3354920,카드결제
2026.08.11 20:26:11,"튠박스 프리미엄",14840,,3340080,입출금
2026.08.12 14:13:05,"빠른택시",15480,,3324600,입출금
2026.08.12 20:09:22,"푸른왜가리커피",8610,,3315990,입출금
2026.08.12 22:41:56,"피자칸티나",46370,,3269620,입출금
2026.08.13 11:55:43,"푸른왜가리커피  1147",9060,,3260560,입출금
2026.08.13 21:54:03,"푸른왜가리커피",7780,,3252780,입출금
2026.08.14 07:23:21,"북문상회",105420,,3147360,입출금
2026.08.14 15:02:31,"도시락특급",28850,,3118510,입출금
2026.08.14 19:56:16,"아침숟가락",7090,,3111420,입출금
2026.08.15 12:26:03,"아침숟가락",5640,,3105780,입출금
2026.08.15 12:49:07,"아쿠아웍스 수도",190730,,2915050,입출금
2026.08.15 19:53:40,"느티나무의원",99350,,2815700,카드결제
2026.08.15 20:33:23,"빠른택시",10150,,2805550,입출금
2026.08.16 07:32:55,"초록들마트 느티나무점",104650,,2700900,입출금
2026.08.16 11:07:14,"은수저식당",28260,,2672640,입출금
2026.08.16 13:09:02,"푸른왜가리커피 1147",7150,,2665490,입출금
2026.08.16 13:25:07,"빠른택시 *운행",17660,,2647830,입출금
2026.08.16 22:27:49,"텔커넥트 모바일",72900,,2574930,입출금
2026.08.17 09:25:05,"초록들마트 214호점",31510,,2543420,입출금
2026.08.17 12:25:11,"아침숟가락",11950,,2531470,입출금
2026.08.17 17:36:39,"클라우드네스트 200GB",4040,,2527430,입출금
2026.08.17 20:45:57,"국수마당 온라인",61630,,2465800,입출금
2026.08.17 21:07:03,"빠른택시",6070,,2459730,입출금
2026.08.18 21:09:45,"로스트웍스",9370,,2450360,입출금
2026.08.19 09:12:20,"빠른택시",19820,,2430540,입출금
2026.08.19 21:38:01,"푸른왜가리커피  1147",7990,,2422550,입출금
2026.08.20 07:14:46,"푸른왜가리커피 1147",5910,,2416640,입출금
2026.08.20 13:30:33,"도시락특급",57940,,2358700,입출금
2026.08.20 13:30:41,"푸른왜가리커피 1147",6620,,2352080,입출금
2026.08.21 09:00:48,"프라임박스 멤버십",12140,,2339940,입출금
2026.08.21 12:55:56,"로스트웍스",7410,,2332530,입출금
2026.08.21 14:00:55,"초록들마트",116450,,2216080,입출금
2026.08.21 14:32:23,"누리교통카드",9950,,2206130,입출금
2026.08.21 19:03:27,"푸른왜가리커피 1147",10580,,2195550,입출금
2026.08.22 17:50:51,"로스트웍스",7830,,2187720,입출금
2026.08.22 19:56:40,"누리교통카드",17090,,2170630,입출금
2026.08.22 22:18:02,"은수저식당",38070,,2132560,입출금
2026.08.23 22:40:00,"레일링크 고속",5790,,2126770,입출금
2026.08.24 19:01:34,"데브포지 코파일럿",13500,,2113270,입출금
2026.08.24 21:03:22,"빠른택시",19860,,2093410,입출금
2026.08.25 10:41:53,"피자칸티나",63540,,2029870,입출금
2026.08.25 15:34:37,"(주)머리디언소프트 급여",,6547500,8577370,입출금
2026.08.25 21:11:37,"누리카드 충전",17900,,8559470,입출금
2026.08.26 07:14:50,"누리교통카드",21490,,8537980,입출금
2026.08.27 11:27:11,"아침숟가락",10330,,8527650,입출금
2026.08.27 14:38:06,"빠른택시",6060,,8521590,입출금
2026.08.27 17:26:46,"푸른왜가리커피 1147",12040,,8509550,입출금
2026.08.28 09:31:18,"아침숟가락",8900,,8500650,입출금
2026.08.28 18:54:59,"레일링크 고속",8630,,8492020,입출금
2026.08.29 16:31:25,"느티나무의원",48300,,8443720,카드결제
2026.08.29 20:52:25,"아침숟가락",11690,,8432030,입출금
2026.08.29 21:42:03,"로스트웍스",9940,,8422090,입출금
2026.08.30 09:56:52,"푸른왜가리커피",11310,,8410780,입출금
2026.08.30 10:00:03,"초록들마트",46320,,8364460,입출금
2026.08.30 13:34:34,"누리교통카드",14940,,8349520,입출금
2026.08.30 18:58:48,"아침숟가락",5620,,8343900,입출금
2026.08.31 09:26:55,"픽셀앤페이퍼",280420,,8063480,카드결제
2026.08.31 13:22:08,"로스트웍스",10920,,8052560,입출금
2026.08.31 18:43:07,"누리교통카드",10660,,8041900,입출금
2026.08.31 19:52:07,"피자칸티나",61200,,7980700,입출금
