Date,Description,Amount,Currency,Account
2026-04-15,"MORNING SPOON CAFE",-3.45,USD,"Everyday Checking ****2210"
2026-04-16,"TELCONNECT MOBILE",-54.00,USD,"Everyday Checking ****2210"
2026-04-16,"GREENFIELD MARKET",-59.04,USD,"Everyday Checking ****2210"
2026-04-17,"CLOUDNEST STORAGE 200GB",-2.99,USD,"Everyday Checking ****2210"
2026-04-17,"MORNING SPOON CAFE",-4.04,USD,"Everyday Checking ****2210"
2026-04-17,"MORNING SPOON CAFE",-6.00,USD,"Everyday Checking ****2210"
2026-04-17,"Greenfield Market - Elm St",-109.19,USD,"Everyday Checking ****2210"
2026-04-17,"BENTO BOX EXPRESS",-24.47,USD,"Everyday Checking ****2210"
2026-04-17,"RAILLINK INTERCITY",-10.15,USD,"Everyday Checking ****2210"
2026-04-18,"METROCARD RELOAD",-15.25,USD,"Everyday Checking ****2210"
2026-04-18,"Greenfield Market - Elm St",-49.06,USD,"Everyday Checking ****2210"
2026-04-18,"BENTO BOX EXPRESS",-23.30,USD,"Everyday Checking ****2210"
2026-04-19,"METRO TRANSIT CARD",-6.23,USD,"Everyday Checking ****2210"
2026-04-19,"BLUE HERON COFFEE",-5.71,USD,"Everyday Checking ****2210"
2026-04-19,"ROASTWORKS ESPRESSO",-9.14,USD,"Everyday Checking ****2210"
2026-04-20,"PIXEL AND PAPER",-161.78,USD,"Horizon Rewards Card ****4417"
2026-04-20,"ROASTWORKS ESPRESSO",-6.24,USD,"Everyday Checking ****2210"
2026-04-20,"SWIFT CAB",-14.69,USD,"Everyday Checking ****2210"
2026-04-20,"GREENFIELD MKT #214",-24.58,USD,"Everyday Checking ****2210"
2026-04-20,"NOODLEYARD ONLINE",-40.37,USD,"Everyday Checking ****2210"
2026-04-21,"BLUEHERON COFFEE #1147",-6.49,USD,"Everyday Checking ****2210"
2026-04-21,"PRIMEBOX MEMBERSHIP",-8.99,USD,"Everyday Checking ****2210"
2026-04-21,"PANTRY EXPRESS",-61.73,USD,"Everyday Checking ****2210"
2026-04-21,"SILVER FORK BISTRO",-38.90,USD,"Everyday Checking ****2210"
2026-04-22,"BENTO BOX EXPRESS",-37.40,USD,"Everyday Checking ****2210"
2026-04-22,"SWIFT CAB",-5.99,USD,"Everyday Checking ****2210"
2026-04-23,"BLUEHERON COFFEE #1147",-4.90,USD,"Everyday Checking ****2210"
2026-04-23,"BLUE HERON COFFEE  1147",-8.03,USD,"Everyday Checking ****2210"
2026-04-23,"METRO TRANSIT CARD",-5.66,USD,"Everyday Checking ****2210"
2026-04-24,"URBAN THREAD ONLINE",-61.50,USD,"Horizon Rewards Card ****4417"
2026-04-24,"DEVFORGE COPILOT",-10.00,USD,"Everyday Checking ****2210"
2026-04-25,"NOODLE YARD",-21.84,USD,"Everyday Checking ****2210"
2026-04-25,"MORNING SPOON CAFE",-8.33,USD,"Everyday Checking ****2210"
2026-04-25,"MERIDIAN SOFTWARE LTD PAYROLL",4850.00,USD,"Everyday Checking ****2210"
2026-04-25,"RAILLINK INTERCITY",-7.21,USD,"Everyday Checking ****2210"
2026-04-26,"URBANTHREAD",-150.08,USD,"Horizon Rewards Card ****4417"
2026-04-26,"SWIFTCAB *TRIP",-14.12,USD,"Everyday Checking ****2210"
2026-04-26,"MORNING SPOON CAFE",-4.53,USD,"Everyday Checking ****2210"
2026-04-26,"TAKO STREET KITCHEN",-39.27,USD,"Everyday Checking ****2210"
2026-04-26,"BLUE HERON COFFEE  1147",-8.47,USD,"Everyday Checking ****2210"
2026-04-28,"BLUE HERON COFFEE",-8.43,USD,"Everyday Checking ****2210"
2026-04-28,"NORTHGATE GROCERS",-102.25,USD,"Everyday Checking ****2210"
2026-04-28,"ROASTWORKS ESPRESSO",-8.74,USD,"Everyday Checking ****2210"
2026-04-28,"METRO TRANSIT CARD",-12.01,USD,"Everyday Checking ****2210"
2026-04-29,"SWIFT CAB",-9.25,USD,"Everyday Checking ****2210"
2026-04-29,"BLUEHERON COFFEE #1147",-8.07,USD,"Everyday Checking ****2210"
2026-04-29,"TAKO STREET KITCHEN",-44.50,USD,"Everyday Checking ****2210"
2026-04-30,"NOODLE YARD",-21.86,USD,"Everyday Checking ****2210"
2026-04-30,"METROCARD RELOAD",-11.94,USD,"Everyday Checking ****2210"
2026-05-01,"GREENFIELD MKT #214",-40.66,USD,"Everyday Checking ****2210"
2026-05-01,"BLUEHERON COFFEE #1147",-7.64,USD,"Everyday Checking ****2210"
2026-05-01,"PIZZA CANTINA",-43.02,USD,"Everyday Checking ****2210"
2026-05-01,"RENT TRANSFER - J MOORE",-1850.00,USD,"Everyday Checking ****2210"
2026-05-01,"RAILLINK INTERCITY",-15.88,USD,"Everyday Checking ****2210"
2026-05-02,"MORNING SPOON CAFE",-6.38,USD,"Everyday Checking ****2210"
2026-05-02,"SKYBRIDGE AIRWAYS",-1284.00,USD,"Horizon Rewards Card ****4417"
2026-05-02,"ZENFLOW YOGA STUDIO",-129.00,USD,"Everyday Checking ****2210"
2026-05-02,"PIXEL AND PAPER",-33.95,USD,"Horizon Rewards Card ****4417"
2026-05-02,"METROCARD RELOAD",-10.32,USD,"Everyday Checking ****2210"
2026-05-03,"STAYNEST.COM",-742.50,USD,"Horizon Rewards Card ****4417"
2026-05-03,"PANTRY EXPRESS",-127.46,USD,"Everyday Checking ****2210"
2026-05-03,"METROCARD RELOAD",-5.86,USD,"Everyday Checking ****2210"
2026-05-04,"METRO TRANSIT CARD",-14.01,USD,"Everyday Checking ****2210"
2026-05-04,"BLUEHERON COFFEE #1147",-5.98,USD,"Everyday Checking ****2210"
2026-05-04,"STREAMLY.COM",-18.99,USD,"Everyday Checking ****2210"
2026-05-05,"Greenfield Market - Elm St",-86.60,USD,"Everyday Checking ****2210"
2026-05-05,"BENTO BOX EXPRESS",-46.90,USD,"Everyday Checking ****2210"
2026-05-05,"DUTY FREE TERMINAL 2",-318.00,USD,"Horizon Rewards Card ****4417"
2026-05-05,"RAILLINK INTERCITY",-2.43,USD,"Everyday Checking ****2210"
2026-05-06,"TAKO STREET KITCHEN",-38.27,USD,"Everyday Checking ****2210"
2026-05-06,"METRO TRANSIT CARD",-2.58,USD,"Everyday Checking ****2210"
2026-05-07,"RAILLINK INTERCITY",-10.43,USD,"Everyday Checking ****2210"
2026-05-08,"NOODLE YARD",-22.73,USD,"Everyday Checking ****2210"
2026-05-09,"SWIFT CAB",-2.42,USD,"Everyday Checking ****2210"
2026-05-09,"VAULTBACK PRO ANNUALSAVE",-9.99,USD,"Horizon Rewards Card ****4417"
2026-05-09,"BLUE HERON COFFEE",-8.35,USD,"Everyday Checking ****2210"
2026-05-10,"BLUEHERON COFFEE #1147",-5.94,USD,"Everyday Checking ****2210"
2026-05-10,"BLUE HERON COFFEE",-6.09,USD,"Everyday Checking ****2210"
2026-05-10,"GREENFIELD MARKET",-46.94,USD,"Everyday Checking ****2210"
2026-05-11,"TUNEBOX PREMIUM",-10.99,USD,"Everyday Checking ****2210"
2026-05-11,"BLUE HERON COFFEE  1147",-8.87,USD,"Everyday Checking ****2210"
2026-05-11,"BLUE HERON COFFEE",-7.49,USD,"Everyday Checking ****2210"
2026-05-12,"GREENFIELD MKT #214",-128.36,USD,"Everyday Checking ****2210"
2026-05-12,"TAKO STREET KITCHEN",-33.47,USD,"Everyday Checking ****2210"
2026-05-12,"SWIFT CAB",-10.18,USD,"Everyday Checking ****2210"
2026-05-13,"RAILLINK INTERCITY",-4.02,USD,"Everyday Checking ****2210"
2026-05-13,"NOODLEYARD ONLINE",-28.23,USD,"Everyday Checking ****2210"
2026-05-14,"ELM STREET CLINIC",-77.75,USD,"Horizon Rewards Card ****4417"
2026-05-15,"GREENFIELD MKT #214",-112.21,USD,"Everyday Checking ****2210"
2026-05-15,"CITY POWER AND LIGHT",-100.31,USD,"Everyday Checking ****2210"
2026-05-16,"TELCONNECT MOBILE",-54.00,USD,"Everyday Checking ****2210"
2026-05-16,"METRO TRANSIT CARD",-7.24,USD,"Everyday Checking ****2210"
2026-05-16,"NOODLE YARD",-37.75,USD,"Everyday Checking ****2210"
2026-05-16,"BLUE HERON COFFEE",-4.72,USD,"Everyday Checking ****2210"
2026-05-16,"PIXEL AND PAPER",-91.86,USD,"Horizon Rewards Card ****4417"
2026-05-16,"NOODLEYARD ONLINE",-50.35,USD,"Horizon Rewards Card ****4417"
2026-05-16,"BLUEHERON COFFEE #1147",-8.44,USD,"Everyday Checking ****2210"
2026-05-17,"ROASTWORKS ESPRESSO",-4.94,USD,"Everyday Checking ****2210"
2026-05-17,"CLOUDNEST STORAGE 200GB",-2.99,USD,"Everyday Checking ****2210"
2026-05-17,"MORNING SPOON CAFE",-5.84,USD,"Everyday Checking ****2210"
2026-05-18,"URBANTHREAD",-45.11,USD,"Horizon Rewards Card ****4417"
2026-05-18,"METROCARD RELOAD",-6.58,USD,"Everyday Checking ****2210"
2026-05-19,"URBAN THREAD ONLINE",-49.20,USD,"Horizon Rewards Card ****4417"
2026-05-19,"GOODHEALTH PHARMACY",-69.49,USD,"Horizon Rewards Card ****4417"
2026-05-19,"MORNING SPOON CAFE",-4.30,USD,"Everyday Checking ****2210"
2026-05-19,"RAILLINK INTERCITY",-6.68,USD,"Everyday Checking ****2210"
2026-05-20,"BENTO BOX EXPRESS",-43.89,USD,"Everyday Checking ****2210"
2026-05-21,"PRIMEBOX MEMBERSHIP",-8.99,USD,"Everyday Checking ****2210"
2026-05-21,"DAILYGOODS DEPOT",-153.36,USD,"Horizon Rewards Card ****4417"
2026-05-21,"METROCARD RELOAD",-13.48,USD,"Everyday Checking ****2210"
2026-05-22,"METRO TRANSIT CARD",-15.77,USD,"Everyday Checking ****2210"
2026-05-22,"BLUE HERON COFFEE",-7.01,USD,"Everyday Checking ****2210"
2026-05-23,"METRO TRANSIT CARD",-13.84,USD,"Everyday Checking ****2210"
2026-05-23,"BLUE HERON COFFEE",-3.50,USD,"Everyday Checking ****2210"
2026-05-24,"PIZZA CANTINA",-38.93,USD,"Everyday Checking ****2210"
2026-05-24,"BLUEHERON COFFEE #1147",-4.25,USD,"Everyday Checking ****2210"
2026-05-24,"DEVFORGE COPILOT",-10.00,USD,"Everyday Checking ****2210"
2026-05-24,"MORNING SPOON CAFE",-5.80,USD,"Everyday Checking ****2210"
2026-05-25,"NOODLE YARD",-25.91,USD,"Everyday Checking ****2210"
2026-05-25,"GREENFIELD MKT #214",-99.53,USD,"Everyday Checking ****2210"
2026-05-25,"URBAN THREAD ONLINE",-205.42,USD,"Horizon Rewards Card ****4417"
2026-05-25,"MERIDIAN SOFTWARE LTD PAYROLL",4850.00,USD,"Everyday Checking ****2210"
2026-05-26,"BENTO BOX EXPRESS",-33.25,USD,"Everyday Checking ****2210"
2026-05-26,"BLUE HERON COFFEE",-4.37,USD,"Everyday Checking ****2210"
2026-05-26,"SWIFTCAB *TRIP",-7.88,USD,"Everyday Checking ****2210"
2026-05-27,"RAILLINK INTERCITY",-12.08,USD,"Everyday Checking ****2210"
2026-05-28,"SWIFT CAB",-7.62,USD,"Everyday Checking ****2210"
2026-05-29,"GREENFIELD MARKET",-129.12,USD,"Everyday Checking ****2210"
2026-05-29,"PIZZA CANTINA",-14.30,USD,"Everyday Checking ****2210"
2026-05-29,"RAILLINK INTERCITY",-6.61,USD,"Everyday Checking ****2210"
2026-05-30,"ROASTWORKS ESPRESSO",-5.30,USD,"Everyday Checking ****2210"
2026-05-30,"SILVER FORK BISTRO",-23.12,USD,"Everyday Checking ****2210"
2026-05-30,"Greenfield Market - Elm St",-74.64,USD,"Everyday Checking ****2210"
2026-05-30,"RAILLINK INTERCITY",-12.87,USD,"Everyday Checking ****2210"
2026-05-31,"BLUE HERON COFFEE  1147",-4.98,USD,"Everyday Checking ****2210"
2026-05-31,"SWIFTCAB *TRIP",-10.59,USD,"Everyday Checking ****2210"
2026-05-31,"NORTHGATE GROCERS",-66.48,USD,"Everyday Checking ****2210"
2026-06-01,"MORNING SPOON CAFE",-5.87,USD,"Everyday Checking ****2210"
2026-06-01,"METROCARD RELOAD",-13.29,USD,"Everyday Checking ****2210"
2026-06-01,"RENT TRANSFER - J MOORE",-1850.00,USD,"Everyday Checking ****2210"
2026-06-02,"ZENFLOW YOGA STUDIO",-129.00,USD,"Everyday Checking ****2210"
2026-06-02,"SWIFTCAB *TRIP",-11.40,USD,"Everyday Checking ****2210"
2026-06-03,"NORTHGATE GROCERS",-37.84,USD,"Everyday Checking ****2210"
2026-06-03,"BENTO BOX EXPRESS",-23.96,USD,"Everyday Checking ****2210"
2026-06-04,"STREAMLY.COM",-18.99,USD,"Everyday Checking ****2210"
2026-06-04,"BLUE HERON COFFEE  1147",-7.39,USD,"Everyday Checking ****2210"
2026-06-04,"PIXEL AND PAPER",-21.88,USD,"Horizon Rewards Card ****4417"
2026-06-05,"NOODLEYARD ONLINE",-29.04,USD,"Everyday Checking ****2210"
2026-06-05,"MORNING SPOON CAFE",-7.40,USD,"Everyday Checking ****2210"
2026-06-06,"SWIFT CAB",-14.56,USD,"Everyday Checking ****2210"
2026-06-06,"BLUE HERON COFFEE  1147",-5.61,USD,"Everyday Checking ****2210"
2026-06-06,"TAKO STREET KITCHEN",-22.81,USD,"Everyday Checking ****2210"
2026-06-06,"NORTHGATE GROCERS",-90.96,USD,"Everyday Checking ****2210"
2026-06-06,"BENTO BOX EXPRESS",-90.78,USD,"Horizon Rewards Card ****4417"
2026-06-07,"SWIFTCAB *TRIP",-15.77,USD,"Everyday Checking ****2210"
2026-06-07,"BLUE HERON COFFEE",-3.46,USD,"Everyday Checking ****2210"
2026-06-07,"ELM STREET CLINIC",-40.86,USD,"Horizon Rewards Card ****4417"
2026-06-08,"METRO TRANSIT CARD",-7.12,USD,"Everyday Checking ****2210"
2026-06-08,"TAKO STREET KITCHEN",-22.78,USD,"Everyday Checking ****2210"
2026-06-08,"BLUE HERON COFFEE  1147",-9.01,USD,"Everyday Checking ****2210"
2026-06-08,"ROASTWORKS ESPRESSO",-5.42,USD,"Everyday Checking ****2210"
2026-06-09,"VAULTBACK PRO ANNUALSAVE",-9.99,USD,"Horizon Rewards Card ****4417"
2026-06-09,"METROCARD RELOAD",-8.45,USD,"Everyday Checking ****2210"
2026-06-09,"NORDVELL HOME",-177.90,USD,"Horizon Rewards Card ****4417"
2026-06-09,"MORNING SPOON CAFE",-7.98,USD,"Everyday Checking ****2210"
2026-06-10,"METROCARD RELOAD",-13.39,USD,"Everyday Checking ****2210"
2026-06-10,"BLUEHERON COFFEE #1147",-6.89,USD,"Everyday Checking ****2210"
2026-06-10,"BLUE HERON COFFEE  1147",-6.87,USD,"Everyday Checking ****2210"
2026-06-11,"METROCARD RELOAD",-11.97,USD,"Everyday Checking ****2210"
2026-06-11,"BLUEHERON COFFEE #1147",-7.13,USD,"Everyday Checking ****2210"
2026-06-11,"TUNEBOX PREMIUM",-10.99,USD,"Everyday Checking ****2210"
2026-06-11,"ROASTWORKS ESPRESSO",-6.15,USD,"Everyday Checking ****2210"
2026-06-12,"MORNING SPOON CAFE",-5.31,USD,"Everyday Checking ****2210"
2026-06-12,"BENTO BOX EXPRESS",-15.08,USD,"Everyday Checking ****2210"
2026-06-12,"MORNING SPOON CAFE",-8.65,USD,"Everyday Checking ****2210"
2026-06-12,"Greenfield Market - Elm St",-41.72,USD,"Everyday Checking ****2210"
2026-06-13,"BLUE HERON COFFEE  1147",-7.20,USD,"Everyday Checking ****2210"
2026-06-13,"Greenfield Market - Elm St",-91.35,USD,"Everyday Checking ****2210"
2026-06-14,"BLUE HERON COFFEE",-4.32,USD,"Everyday Checking ****2210"
2026-06-14,"SWIFT CAB",-12.25,USD,"Everyday Checking ****2210"
2026-06-14,"BLUE HERON COFFEE",-4.30,USD,"Everyday Checking ****2210"
2026-06-15,"RAILLINK INTERCITY",-6.37,USD,"Everyday Checking ****2210"
2026-06-15,"CITY POWER AND LIGHT",-68.77,USD,"Everyday Checking ****2210"
2026-06-15,"ROASTWORKS ESPRESSO",-6.14,USD,"Everyday Checking ****2210"
2026-06-16,"RAILLINK INTERCITY",-15.74,USD,"Everyday Checking ****2210"
2026-06-16,"MORNING SPOON CAFE",-9.13,USD,"Everyday Checking ****2210"
2026-06-16,"PIZZA CANTINA",-32.96,USD,"Everyday Checking ****2210"
2026-06-16,"TELCONNECT MOBILE",-54.00,USD,"Everyday Checking ****2210"
2026-06-17,"BLUE HERON COFFEE  1147",-5.18,USD,"Everyday Checking ****2210"
2026-06-17,"CLOUDNEST STORAGE 200GB",-2.99,USD,"Everyday Checking ****2210"
2026-06-17,"TAKO STREET KITCHEN",-27.19,USD,"Everyday Checking ****2210"
2026-06-18,"ROASTWORKS ESPRESSO",-4.17,USD,"Everyday Checking ****2210"
2026-06-18,"METRO TRANSIT CARD",-3.59,USD,"Everyday Checking ****2210"
2026-06-18,"Greenfield Market - Elm St",-60.54,USD,"Everyday Checking ****2210"
2026-06-19,"NORDVELL HOME",-192.14,USD,"Horizon Rewards Card ****4417"
2026-06-19,"ROASTWORKS ESPRESSO",-9.16,USD,"Everyday Checking ****2210"
2026-06-20,"NOODLE YARD",-25.29,USD,"Everyday Checking ****2210"
2026-06-20,"NORDVELL HOME",-131.94,USD,"Horizon Rewards Card ****4417"
2026-06-21,"MORNING SPOON CAFE",-7.99,USD,"Everyday Checking ****2210"
2026-06-21,"PRIMEBOX MEMBERSHIP",-8.99,USD,"Everyday Checking ****2210"
2026-06-21,"RAILLINK INTERCITY",-9.51,USD,"Everyday Checking ****2210"
2026-06-21,"MORNING SPOON CAFE",-8.25,USD,"Everyday Checking ****2210"
2026-06-22,"TAKO STREET KITCHEN",-41.20,USD,"Everyday Checking ****2210"
2026-06-22,"METRO TRANSIT CARD",-10.91,USD,"Everyday Checking ****2210"
2026-06-23,"SWIFT CAB",-7.16,USD,"Everyday Checking ****2210"
2026-06-24,"DEVFORGE COPILOT",-10.00,USD,"Everyday Checking ****2210"
2026-06-24,"SWIFT CAB",-2.48,USD,"Everyday Checking ****2210"
2026-06-25,"MERIDIAN SOFTWARE LTD PAYROLL",4850.00,USD,"Everyday Checking ****2210"
2026-06-25,"METROCARD RELOAD",-14.47,USD,"Everyday Checking ****2210"
2026-06-25,"GREENFIELD MKT #214",-63.79,USD,"Everyday Checking ****2210"
2026-06-26,"METROCARD RELOAD",-3.83,USD,"Everyday Checking ****2210"
2026-06-26,"ROASTWORKS ESPRESSO",-3.61,USD,"Everyday Checking ****2210"
2026-06-26,"GREENFIELD MARKET",-102.95,USD,"Everyday Checking ****2210"
2026-06-26,"SILVER FORK BISTRO",-14.25,USD,"Everyday Checking ****2210"
2026-06-26,"MORNING SPOON CAFE",-8.29,USD,"Everyday Checking ****2210"
2026-06-27,"BLUEHERON COFFEE #1147",-8.92,USD,"Everyday Checking ****2210"
2026-06-27,"RAILLINK INTERCITY",-2.75,USD,"Everyday Checking ****2210"
2026-06-27,"GREENFIELD MARKET",-104.89,USD,"Everyday Checking ****2210"
2026-06-27,"NOODLEYARD ONLINE",-43.74,USD,"Everyday Checking ****2210"
2026-06-28,"RAILLINK INTERCITY",-15.49,USD,"Everyday Checking ****2210"
2026-06-28,"SILVER FORK BISTRO",-26.03,USD,"Everyday Checking ****2210"
2026-06-29,"SWIFT CAB",-8.06,USD,"Everyday Checking ****2210"
2026-06-29,"BLUE HERON COFFEE  1147",-8.97,USD,"Everyday Checking ****2210"
2026-06-29,"BENTO BOX EXPRESS",-13.18,USD,"Everyday Checking ****2210"
2026-06-30,"NOODLEYARD ONLINE",-42.78,USD,"Everyday Checking ****2210"
2026-06-30,"METRO TRANSIT CARD",-12.11,USD,"Everyday Checking ****2210"
2026-06-30,"BLUE HERON COFFEE  1147",-3.88,USD,"Everyday Checking ****2210"
2026-07-01,"RENT TRANSFER - J MOORE",-1850.00,USD,"Everyday Checking ****2210"
2026-07-01,"BENTO BOX EXPRESS",-16.85,USD,"Everyday Checking ****2210"
2026-07-01,"MORNING SPOON CAFE",-5.90,USD,"Everyday Checking ****2210"
2026-07-01,"METROCARD RELOAD",-16.46,USD,"Everyday Checking ****2210"
2026-07-01,"GREENFIELD MKT #214",-57.75,USD,"Everyday Checking ****2210"
2026-07-01,"ROASTWORKS ESPRESSO",-4.95,USD,"Everyday Checking ****2210"
2026-07-02,"TAKO STREET KITCHEN",-37.35,USD,"Everyday Checking ****2210"
2026-07-02,"ZENFLOW YOGA STUDIO",-129.00,USD,"Everyday Checking ****2210"
2026-07-02,"SWIFTCAB *TRIP",-12.31,USD,"Everyday Checking ****2210"
2026-07-03,"RAILLINK INTERCITY",-9.35,USD,"Everyday Checking ****2210"
2026-07-04,"STREAMLY.COM",-18.99,USD,"Everyday Checking ****2210"
2026-07-04,"NOODLEYARD ONLINE",-26.17,USD,"Everyday Checking ****2210"
2026-07-05,"MORNING SPOON CAFE",-6.28,USD,"Everyday Checking ****2210"
2026-07-05,"METROCARD RELOAD",-5.92,USD,"Everyday Checking ****2210"
2026-07-05,"MORNING SPOON CAFE",-7.44,USD,"Everyday Checking ****2210"
2026-07-06,"SWIFT CAB",-2.55,USD,"Everyday Checking ****2210"
2026-07-07,"BLUEHERON COFFEE #1147",-7.00,USD,"Everyday Checking ****2210"
2026-07-07,"PANTRY EXPRESS",-112.75,USD,"Everyday Checking ****2210"
2026-07-07,"SWIFT CAB",-12.20,USD,"Everyday Checking ****2210"
2026-07-07,"NOODLEYARD ONLINE",-45.61,USD,"Everyday Checking ****2210"
2026-07-07,"BLUE HERON COFFEE  1147",-4.59,USD,"Everyday Checking ****2210"
2026-07-08,"NOODLEYARD ONLINE",-31.62,USD,"Everyday Checking ****2210"
2026-07-08,"BLUEHERON COFFEE #1147",-5.79,USD,"Everyday Checking ****2210"
2026-07-08,"BLUE HERON COFFEE  1147",-7.83,USD,"Everyday Checking ****2210"
2026-07-09,"Greenfield Market - Elm St",-54.20,USD,"Everyday Checking ****2210"
2026-07-09,"BLUE HERON COFFEE  1147",-7.19,USD,"Everyday Checking ****2210"
2026-07-09,"NOODLEYARD ONLINE",-40.12,USD,"Everyday Checking ****2210"
2026-07-09,"VAULTBACK PRO ANNUALSAVE",-9.99,USD,"Horizon Rewards Card ****4417"
2026-07-10,"DAILYGOODS DEPOT",-165.03,USD,"Horizon Rewards Card ****4417"
2026-07-10,"BLUEHERON COFFEE #1147",-5.40,USD,"Everyday Checking ****2210"
2026-07-10,"METRO TRANSIT CARD",-5.60,USD,"Everyday Checking ****2210"
2026-07-11,"NOODLEYARD ONLINE",-28.84,USD,"Everyday Checking ****2210"
2026-07-11,"TUNEBOX PREMIUM",-10.99,USD,"Everyday Checking ****2210"
2026-07-11,"ROASTWORKS ESPRESSO",-7.35,USD,"Everyday Checking ****2210"
2026-07-11,"RAILLINK INTERCITY",-8.47,USD,"Everyday Checking ****2210"
2026-07-12,"SWIFT CAB",-5.11,USD,"Everyday Checking ****2210"
2026-07-12,"BLUEHERON COFFEE #1147",-6.05,USD,"Everyday Checking ****2210"
2026-07-13,"BENTO BOX EXPRESS",-41.85,USD,"Everyday Checking ****2210"
2026-07-13,"METRO TRANSIT CARD",-5.42,USD,"Everyday Checking ****2210"
2026-07-14,"SWIFT CAB",-9.77,USD,"Everyday Checking ****2210"
2026-07-14,"URBAN THREAD ONLINE",-78.11,USD,"Horizon Rewards Card ****4417"
2026-07-15,"BLUE HERON COFFEE  1147",-8.39,USD,"Everyday Checking ****2210"
2026-07-15,"NORTHERN GAS UTILITY",-104.09,USD,"Everyday Checking ****2210"
2026-07-15,"METRO TRANSIT CARD",-8.85,USD,"Everyday Checking ****2210"
2026-07-15,"BLUEHERON COFFEE #1147",-8.42,USD,"Everyday Checking ****2210"
2026-07-16,"TELCONNECT MOBILE",-54.00,USD,"Everyday Checking ****2210"
2026-07-16,"METRO TRANSIT CARD",-8.04,USD,"Everyday Checking ****2210"
2026-07-16,"DAILYGOODS DEPOT",-177.96,USD,"Horizon Rewards Card ****4417"
2026-07-16,"PANTRY EXPRESS",-70.89,USD,"Everyday Checking ****2210"
2026-07-17,"CLOUDNEST STORAGE 200GB",-2.99,USD,"Everyday Checking ****2210"
2026-07-17,"METRO TRANSIT CARD",-3.35,USD,"Everyday Checking ****2210"
2026-07-18,"NOODLE YARD",-40.79,USD,"Everyday Checking ****2210"
2026-07-18,"MORNING SPOON CAFE",-5.93,USD,"Everyday Checking ****2210"
2026-07-18,"PIZZA CANTINA",-56.94,USD,"Horizon Rewards Card ****4417"
2026-07-18,"MORNING SPOON CAFE",-8.07,USD,"Everyday Checking ****2210"
2026-07-18,"METRO TRANSIT CARD",-9.03,USD,"Everyday Checking ****2210"
2026-07-19,"NOODLE YARD",-38.59,USD,"Everyday Checking ****2210"
2026-07-19,"METRO TRANSIT CARD",-7.78,USD,"Everyday Checking ****2210"
2026-07-20,"NOODLE YARD",-40.07,USD,"Everyday Checking ****2210"
2026-07-20,"Greenfield Market - Elm St",-129.66,USD,"Everyday Checking ****2210"
2026-07-20,"METROCARD RELOAD",-2.59,USD,"Everyday Checking ****2210"
2026-07-21,"NORDVELL HOME",-178.00,USD,"Horizon Rewards Card ****4417"
2026-07-21,"BLUE HERON COFFEE  1147",-4.70,USD,"Everyday Checking ****2210"
2026-07-21,"PRIMEBOX MEMBERSHIP",-8.99,USD,"Everyday Checking ****2210"
2026-07-21,"BENTO BOX EXPRESS",-44.79,USD,"Everyday Checking ****2210"
2026-07-21,"RAILLINK INTERCITY",-16.36,USD,"Everyday Checking ****2210"
2026-07-22,"SWIFTCAB *TRIP",-5.08,USD,"Everyday Checking ****2210"
2026-07-22,"NORDVELL HOME",-19.75,USD,"Horizon Rewards Card ****4417"
2026-07-23,"RAILLINK INTERCITY",-10.45,USD,"Everyday Checking ****2210"
2026-07-23,"NOODLEYARD ONLINE",-20.64,USD,"Everyday Checking ****2210"
2026-07-24,"METRO TRANSIT CARD",-15.18,USD,"Everyday Checking ****2210"
2026-07-24,"BENTO BOX EXPRESS",-44.32,USD,"Everyday Checking ****2210"
2026-07-24,"DEVFORGE COPILOT",-10.00,USD,"Everyday Checking ****2210"
2026-07-25,"NOODLEYARD ONLINE",-35.76,USD,"Everyday Checking ****2210"
2026-07-25,"PIXEL AND PAPER",-81.48,USD,"Horizon Rewards Card ****4417"
2026-07-25,"MERIDIAN SOFTWARE LTD PAYROLL",4850.00,USD,"Everyday Checking ****2210"
2026-07-25,"ROASTWORKS ESPRESSO",-6.98,USD,"Everyday Checking ****2210"
2026-07-26,"GREENFIELD MKT #214",-82.63,USD,"Everyday Checking ****2210"
2026-07-26,"BLUE HERON COFFEE  1147",-6.43,USD,"Everyday Checking ****2210"
2026-07-26,"BLUE HERON COFFEE  1147",-7.15,USD,"Everyday Checking ****2210"
2026-07-27,"BLUE HERON COFFEE  1147",-7.94,USD,"Everyday Checking ****2210"
2026-07-27,"ROASTWORKS ESPRESSO",-4.35,USD,"Everyday Checking ****2210"
2026-07-27,"METROCARD RELOAD",-4.76,USD,"Everyday Checking ****2210"
2026-07-28,"METRO TRANSIT CARD",-11.27,USD,"Everyday Checking ****2210"
2026-07-29,"MORNING SPOON CAFE",-4.04,USD,"Everyday Checking ****2210"
2026-07-29,"Greenfield Market - Elm St",-123.28,USD,"Everyday Checking ****2210"
2026-07-29,"URBANTHREAD",-90.72,USD,"Horizon Rewards Card ****4417"
2026-07-29,"METROCARD RELOAD",-13.58,USD,"Everyday Checking ****2210"
2026-07-30,"GOODHEALTH PHARMACY",-15.11,USD,"Horizon Rewards Card ****4417"
2026-07-30,"SWIFTCAB *TRIP",-8.39,USD,"Everyday Checking ****2210"
2026-07-31,"METRO TRANSIT CARD",-6.30,USD,"Everyday Checking ****2210"
2026-07-31,"NOODLE YARD",-25.52,USD,"Everyday Checking ****2210"
